"drop_id","lat","lon","depth","n_label","n_sg","n_ma","n_sa","n_other","top","top_n","top2","top2_n","sg_pct","ma_pct","sa_pct","sg_pa","ma_pa","sa_pa","top_pct","top2_pct","dom_spp"
"FI_293",-40.240051,148.186727,-0.100000001,67,0,67,0,0,"Scaberia agardhii",62,"Sargassum spp",4,0,1,0,0,1,0,0.925373134328358,0.0597014925373134,0
"FI_294",-40.21544,148.231783,0.389999986,72,51,13,8,0,"Posidonia australis",51,"Foliose",13,0.708333333333333,0.180555555555556,0.111111111111111,1,1,1,0.708333333333333,0.180555555555556,1
"FI_295",-40.225166,148.227801,0.920000017,80,80,0,0,0,"Posidonia australis",80,"",0,1,0,0,1,0,0,1,0,1
"FI_296",-40.229566,148.217137,1.460000038,59,36,6,17,0,"Posidonia australis",19,"Zostera spp",11,0.610169491525424,0.101694915254237,0.288135593220339,1,1,1,0.322033898305085,0.186440677966102,1
"FI_297",-40.233893,148.222321,3.579999924,75,20,0,55,0,"Posidonia australis",14,"Zostera spp",6,0.266666666666667,0,0.733333333333333,1,0,1,0.186666666666667,0.08,1
"FI_298",-40.223221,148.242965,2.150000095,69,69,0,0,0,"Posidonia australis",69,"",0,1,0,0,1,0,0,1,0,1
"FI_299",-40.212702,148.244894,0.850000024,94,89,5,0,0,"Posidonia australis",89,"Red",5,0.946808510638298,0.0531914893617021,0,1,1,0,0.946808510638298,0.0531914893617021,1
"FI_30",-40.280628,148.45057,25.47999954,55,0,33,22,0,"Encrusting/Turfing Algal Matrix",12,"Foliose",12,0,0.6,0.4,0,1,1,0.218181818181818,0.218181818181818,0
"FI_300",-40.210521,148.233909,-0.819999993,67,59,8,0,0,"Zostera spp",59,"Hormosira banksii",7,0.880597014925373,0.119402985074627,0,1,1,0,0.880597014925373,0.104477611940299,3
"FI_301",-40.31444,148.235876,0.039999999,87,83,0,4,0,"Posidonia australis",83,"",0,0.954022988505747,0,0.0459770114942529,1,0,0,0.954022988505747,0,1
"FI_302",-40.312588,148.248952,-0.039999999,50,50,0,0,0,"Posidonia australis",50,"",0,1,0,0,1,0,0,1,0,1
"FI_303",-40.306057,148.264391,-0.079999998,64,64,0,0,0,"Posidonia australis",64,"",0,1,0,0,1,0,0,1,0,1
"FI_304",-40.297447,148.273061,0.360000014,78,78,0,0,0,"Posidonia australis",78,"",0,1,0,0,1,0,0,1,0,1
"FI_305",-40.331333,148.26204,0,95,92,3,0,0,"Posidonia australis",92,"Scaberia agardhii",3,0.968421052631579,0.0315789473684211,0,1,0,0,0.968421052631579,0.0315789473684211,1
"FI_306",-40.320109,148.263864,2.769999981,93,92,1,0,0,"Posidonia australis",92,"Red",1,0.989247311827957,0.010752688172043,0,1,0,0,0.989247311827957,0.010752688172043,1
"FI_307",-40.312353,148.267792,0.379999995,79,79,0,0,0,"Posidonia australis",79,"",0,1,0,0,1,0,0,1,0,1
"FI_308",-40.329041,148.244975,-0.129999995,73,0,71,2,0,"Caulerpa cactoides",71,"",0,0,0.972602739726027,0.0273972602739726,0,1,0,0.972602739726027,0,0
"FI_309",-40.33113,148.245941,-0.270000011,64,57,0,7,0,"Zostera spp",57,"",0,0.890625,0,0.109375,1,0,1,0.890625,0,3
"FI_310",-40.330057,148.269628,-0.300000012,78,22,35,21,0,"Posidonia australis",22,"Red",18,0.282051282051282,0.448717948717949,0.269230769230769,1,1,1,0.282051282051282,0.230769230769231,1
"FI_311",-40.323406,148.271817,0.25999999,91,91,0,0,0,"Posidonia australis",91,"",0,1,0,0,1,0,0,1,0,1
"FI_312",-40.320539,148.274594,0.07,73,73,0,0,0,"Posidonia australis",73,"",0,1,0,0,1,0,0,1,0,1
"FI_313",-40.318818,148.218868,0.140000001,83,83,0,0,0,"Posidonia australis",83,"",0,1,0,0,1,0,0,1,0,1
"FI_314",-40.320476,148.220952,1.309999943,72,10,0,62,0,"Posidonia australis",8,"Zostera spp",2,0.138888888888889,0,0.861111111111111,1,0,1,0.111111111111111,0.0277777777777778,1
"FI_315",-40.318929,148.221556,1.75,94,94,0,0,0,"Posidonia australis",94,"",0,1,0,0,1,0,0,1,0,1
"FI_316",-40.313824,148.219773,2.089999914,66,66,0,0,0,"Posidonia australis",66,"",0,1,0,0,1,0,0,1,0,1
"FI_317",-40.338484,148.159176,0.01,78,78,0,0,0,"Posidonia australis",46,"Amphibolis antarctica",28,1,0,0,1,0,0,0.58974358974359,0.358974358974359,1
"FI_318",-40.335995,148.166076,-0.109999999,74,73,1,0,0,"Posidonia australis",73,"Red",1,0.986486486486487,0.0135135135135135,0,1,0,0,0.986486486486487,0.0135135135135135,1
"FI_319",-40.340288,148.169833,1.039999962,80,80,0,0,0,"Zostera spp",75,"Posidonia australis",5,1,0,0,1,0,0,0.9375,0.0625,3
"FI_32",-40.521325,148.275297,9.930000305,50,9,0,41,0,"Posidonia australis",9,"",0,0.18,0,0.82,1,0,1,0.18,0,1
"FI_320",-40.329236,148.178328,0.569999993,74,0,0,74,0,"",0,"",0,0,0,1,0,0,1,0,0,0
"FI_321",-40.326027,148.187513,0.109999999,66,1,0,65,0,"Posidonia australis",1,"",0,0.0151515151515152,0,0.984848484848485,0,0,1,0.0151515151515152,0,1
"FI_322",-40.322278,148.154129,0.540000021,78,71,0,7,0,"Posidonia australis",64,"Zostera spp",7,0.91025641025641,0,0.0897435897435897,1,0,1,0.82051282051282,0.0897435897435897,1
"FI_323",-40.446508,148.177245,-0.170000002,51,51,0,0,0,"Posidonia australis",51,"",0,1,0,0,1,0,0,1,0,1
"FI_324",-40.450711,148.296682,3.339999914,78,78,0,0,0,"Posidonia australis",78,"",0,1,0,0,1,0,0,1,0,1
"FI_325",-40.442891,148.300771,4.050000191,82,82,0,0,0,"Posidonia australis",82,"",0,1,0,0,1,0,0,1,0,1
"FI_326",-40.439341,148.314251,1.25,90,90,0,0,0,"Posidonia australis",57,"Amphibolis antarctica",33,1,0,0,1,0,0,0.633333333333333,0.366666666666667,1
"FI_327",-40.433716,148.282763,1.340000033,74,74,0,0,0,"Posidonia australis",74,"",0,1,0,0,1,0,0,1,0,1
"FI_328",-40.334652,148.005828,14.53999996,96,96,0,0,0,"Amphibolis antarctica",63,"Posidonia australis",33,1,0,0,1,0,0,0.65625,0.34375,2
"FI_329",-40.307932,148.003763,12.60999966,97,97,0,0,0,"Amphibolis antarctica",97,"",0,1,0,0,1,0,0,1,0,2
"FI_330",-40.299071,148.037772,6.550000191,78,78,0,0,0,"Posidonia australis",78,"",0,1,0,0,1,0,0,1,0,1
"FI_34",-40.495598,148.341697,12.78999996,55,46,0,9,0,"Halophila spp",23,"Amphibolis antarctica",12,0.836363636363636,0,0.163636363636364,1,0,1,0.418181818181818,0.218181818181818,0
"FI_343",-40.170224,147.943456,17.88999939,88,88,0,0,0,"Posidonia australis",88,"",0,1,0,0,1,0,0,1,0,1
"FI_344",-40.160755,147.94912,15.85000038,78,78,0,0,0,"Posidonia australis",78,"",0,1,0,0,1,0,0,1,0,1
"FI_350",-40.160651,148.006299,-0.550000012,83,83,0,0,0,"Zostera spp",83,"",0,1,0,0,1,0,0,1,0,3
"FI_351",-40.166107,147.98622,0.959999979,90,79,11,0,0,"Posidonia australis",79,"Red",11,0.877777777777778,0.122222222222222,0,1,1,0,0.877777777777778,0.122222222222222,1
"FI_352",-40.182265,147.984774,0.660000026,80,80,0,0,0,"Posidonia australis",80,"",0,1,0,0,1,0,0,1,0,1
"FI_353",-40.191914,147.981284,8.520000458,85,85,0,0,0,"Posidonia australis",85,"",0,1,0,0,1,0,0,1,0,1
"FI_357",-40.33848,148.063682,6.550000191,91,90,1,0,0,"Posidonia australis",90,"Red",1,0.989010989010989,0.010989010989011,0,1,0,0,0.989010989010989,0.010989010989011,1
"FI_358",-40.354737,148.052116,1.779999971,94,91,3,0,0,"Amphibolis antarctica",91,"Red",3,0.968085106382979,0.0319148936170213,0,1,0,0,0.968085106382979,0.0319148936170213,2
"FI_359",-40.330662,148.042825,5.360000134,89,89,0,0,0,"Posidonia australis",89,"",0,1,0,0,1,0,0,1,0,1
"FI_36",-40.034034,147.88867,3.309999943,94,41,53,0,0,"Amphibolis antarctica",41,"Foliose",14,0.436170212765957,0.563829787234043,0,1,1,0,0.436170212765957,0.148936170212766,2
"FI_360",-40.352068,148.035094,6.570000172,96,96,0,0,0,"Posidonia australis",88,"Zostera spp",8,1,0,0,1,0,0,0.916666666666667,0.0833333333333333,1
"FI_362",-40.022697,147.870863,0.529999971,96,59,36,1,0,"Posidonia australis",59,"Cystophora spp",20,0.614583333333333,0.375,0.0104166666666667,1,1,0,0.614583333333333,0.208333333333333,1
"FI_366",-40.28345,148.203983,5.059999943,70,40,0,30,0,"Posidonia australis",40,"",0,0.571428571428571,0,0.428571428571429,1,0,1,0.571428571428571,0,1
"FI_367",-40.280772,148.226168,3.880000114,82,18,0,64,0,"Posidonia australis",18,"",0,0.219512195121951,0,0.780487804878049,1,0,1,0.219512195121951,0,1
"FI_368",-40.220784,148.199427,-0.920000017,66,66,0,0,0,"Zostera spp",66,"",0,1,0,0,1,0,0,1,0,3
"FI_369",-40.2275,148.203744,0.07,55,50,4,0,1,"Zostera spp",34,"Posidonia australis",16,0.909090909090909,0.0727272727272727,0,1,1,0,0.618181818181818,0.290909090909091,3
"FI_370",-40.228959,148.205539,0.07,67,63,4,0,0,"Posidonia australis",63,"Red",4,0.940298507462687,0.0597014925373134,0,1,1,0,0.940298507462687,0.0597014925373134,1
"FI_371",-40.23293,148.213941,3.720000029,64,33,16,15,0,"Amphibolis antarctica",31,"Sargassum spp",7,0.515625,0.25,0.234375,1,1,1,0.484375,0.109375,2
"FI_372",-40.234134,148.216205,3.410000086,65,58,3,4,0,"Posidonia australis",36,"Zostera spp",21,0.892307692307692,0.0461538461538462,0.0615384615384615,1,0,1,0.553846153846154,0.323076923076923,1
"FI_373",-40.160885,148.01478,-1.299999952,85,15,69,1,0,"Red",69,"Posidonia australis",15,0.176470588235294,0.811764705882353,0.0117647058823529,1,1,0,0.811764705882353,0.176470588235294,0
"FI_374",-40.161608,148.012374,-1.24000001,80,44,36,0,0,"Zostera spp",44,"Hormosira banksii",36,0.55,0.45,0,1,1,0,0.55,0.45,3
"FI_375",-40.16409,148.006563,-0.550000012,82,82,0,0,0,"Zostera spp",54,"Posidonia australis",28,1,0,0,1,0,0,0.658536585365854,0.341463414634146,3
"FI_376",-40.16476,148.003057,-0.439999998,80,2,78,0,0,"Foliose",58,"Articulated Calcareous Red",17,0.025,0.975,0,0,1,0,0.725,0.2125,0
"FI_377",-40.167035,147.995582,-0.07,90,57,33,0,0,"Posidonia australis",57,"Red",33,0.633333333333333,0.366666666666667,0,1,1,0,0.633333333333333,0.366666666666667,1
"FI_378",-40.167595,147.993487,-0.159999996,84,56,28,0,0,"Posidonia australis",56,"Red",28,0.666666666666667,0.333333333333333,0,1,1,0,0.666666666666667,0.333333333333333,1
"FI_379",-40.168615,147.989979,0.829999983,102,94,8,0,0,"Posidonia australis",79,"Zostera spp",15,0.92156862745098,0.0784313725490196,0,1,1,0,0.774509803921569,0.147058823529412,1
"FI_38",-40.449812,148.264467,2.930000067,85,82,0,3,0,"Zostera spp",46,"Posidonia australis",36,0.964705882352941,0,0.0352941176470588,1,0,0,0.541176470588235,0.423529411764706,3
"FI_380",-40.175363,147.97751,-0.930000007,82,0,0,82,0,"",0,"",0,0,0,1,0,0,1,0,0,0
"FI_384",-40.288317,148.012302,13.10000038,98,98,0,0,0,"Amphibolis antarctica",98,"",0,1,0,0,1,0,0,1,0,2
"FI_385",-40.209047,148.034702,7.25,88,88,0,0,0,"Amphibolis antarctica",88,"",0,1,0,0,1,0,0,1,0,2
"FI_386",-40.213221,148.033455,2.339999914,73,72,0,1,0,"Posidonia australis",72,"",0,0.986301369863014,0,0.0136986301369863,1,0,0,0.986301369863014,0,1
"FI_387",-40.214822,148.030874,0.449999988,93,93,0,0,0,"Posidonia australis",93,"",0,1,0,0,1,0,0,1,0,1
"FI_388",-40.213564,148.028394,0.579999983,71,64,7,0,0,"Posidonia australis",64,"Red",7,0.901408450704225,0.0985915492957746,0,1,1,0,0.901408450704225,0.0985915492957746,1
"FI_389",-40.230465,148.034024,5.050000191,100,99,1,0,0,"Posidonia australis",99,"Red",1,0.99,0.01,0,1,0,0,0.99,0.01,1
"FI_39",-40.530285,148.351994,33.5,72,1,3,0,68,"Bryozoa / Cnidaria / Sponge Matrix",54,"Encrusting White Thick",14,0.0138888888888889,0.0416666666666667,0,0,0,0,0.75,0.194444444444444,0
"FI_390",-40.229721,148.035517,4.369999886,87,78,0,9,0,"Posidonia australis",60,"Amphibolis antarctica",18,0.896551724137931,0,0.103448275862069,1,0,1,0.689655172413793,0.206896551724138,1
"FI_391",-40.231453,148.038122,5.599999905,71,71,0,0,0,"Amphibolis antarctica",64,"Posidonia australis",7,1,0,0,1,0,0,0.901408450704225,0.0985915492957746,2
"FI_396",-40.344815,148.195493,-1.080000043,70,68,0,2,0,"Zostera spp",68,"",0,0.971428571428571,0,0.0285714285714286,1,0,0,0.971428571428571,0,3
"FI_397",-40.339302,148.195325,-0.370000005,87,86,1,0,0,"Posidonia australis",86,"Red",1,0.988505747126437,0.0114942528735632,0,1,0,0,0.988505747126437,0.0114942528735632,1
"FI_398",-40.334272,148.19521,0.800000012,72,70,0,2,0,"Posidonia australis",43,"Zostera spp",27,0.972222222222222,0,0.0277777777777778,1,0,0,0.597222222222222,0.375,1
"FI_399",-40.32426,148.195134,0.100000001,98,98,0,0,0,"Posidonia australis",98,"",0,1,0,0,1,0,0,1,0,1
"FI_40",-40.230769,147.965381,26.47999954,75,0,6,60,9,"Bryozoa / Cnidaria / Sponge Matrix",7,"Foliose",6,0,0.08,0.8,0,1,1,0.0933333333333333,0.08,0
"FI_400",-40.322514,148.194845,2.24000001,89,89,0,0,0,"Posidonia australis",89,"",0,1,0,0,1,0,0,1,0,1
"FI_41",-40.458806,148.33017,1.159999967,94,92,2,0,0,"Amphibolis antarctica",92,"Red",2,0.978723404255319,0.0212765957446809,0,1,0,0,0.978723404255319,0.0212765957446809,2
"FI_43",-40.177146,147.921501,12.85000038,74,74,0,0,0,"Posidonia australis",74,"",0,1,0,0,1,0,0,1,0,1
"FI_44",-40.244494,148.360278,10.90999985,50,12,0,38,0,"Posidonia australis",12,"",0,0.24,0,0.76,1,0,1,0.24,0,1
"FI_46",-40.238273,148.452615,14.06999969,76,1,0,75,0,"Posidonia australis",1,"",0,0.0131578947368421,0,0.986842105263158,0,0,1,0.0131578947368421,0,1
"FI_47",-40.506355,148.379459,27.28000069,71,0,0,69,2,"Ascidian Stalked Purple Pyura Like",1,"Bryozoa / Cnidaria / Sponge Matrix",1,0,0,0.971830985915493,0,0,1,0.0140845070422535,0.0140845070422535,0
"FI_48",-40.2117,148.255479,0.059999999,22,22,0,0,0,"Posidonia australis",22,"",0,1,0,0,1,0,0,1,0,1
"FI_5",-40.572652,148.354771,22.62999916,88,0,3,85,0,"Red",3,"",0,0,0.0340909090909091,0.965909090909091,0,0,1,0.0340909090909091,0,0
"FI_51",-40.515479,148.094747,20.09000015,83,30,0,53,0,"Posidonia australis",30,"",0,0.36144578313253,0,0.63855421686747,1,0,1,0.36144578313253,0,1
"FI_52",-40.153249,147.861257,30.55999947,79,0,34,27,18,"Foliose",32,"Arborescent Purple Thin",9,0,0.430379746835443,0.341772151898734,0,1,1,0.40506329113924,0.113924050632911,0
"FI_53",-40.46169,148.193274,14.46000004,71,2,0,69,0,"Posidonia australis",2,"",0,0.028169014084507,0,0.971830985915493,0,0,1,0.028169014084507,0,1
"FI_55",-40.569036,148.280741,25.34000015,70,0,0,67,3,"Simple",3,"",0,0,0,0.957142857142857,0,0,1,0.0428571428571429,0,0
"FI_56",-40.471296,148.412797,9.930000305,60,0,0,60,0,"",0,"",0,0,0,1,0,0,1,0,0,0
"FI_57",-40.255986,148.375607,2.25,63,0,0,63,0,"",0,"",0,0,0,1,0,0,1,0,0,0
"FI_58",-40.443843,148.127721,0.639999986,74,74,0,0,0,"Posidonia australis",49,"Zostera spp",25,1,0,0,1,0,0,0.662162162162162,0.337837837837838,1
"FI_60",-40.2769,148.069524,10.81000042,73,0,0,73,0,"",0,"",0,0,0,1,0,0,1,0,0,0
"FI_64",-40.183018,148.025755,1.50999999,94,92,2,0,0,"Amphibolis antarctica",92,"Red",2,0.978723404255319,0.0212765957446809,0,1,0,0,0.978723404255319,0.0212765957446809,2
"FI_65",-40.303597,148.347477,2.640000105,68,0,0,68,0,"",0,"",0,0,0,1,0,0,1,0,0,0
"FI_66",-40.491478,148.171713,3.440000057,101,92,9,0,0,"Amphibolis antarctica",75,"Posidonia australis",17,0.910891089108911,0.0891089108910891,0,1,1,0,0.742574257425743,0.168316831683168,2
"FI_70",-40.393229,148.456208,15.90999985,59,16,0,43,0,"Posidonia australis",16,"",0,0.271186440677966,0,0.728813559322034,1,0,1,0.271186440677966,0,1
"FI_71",-40.232209,148.397893,10.40999985,65,0,0,65,0,"",0,"",0,0,0,1,0,0,1,0,0,0
"FI_73",-40.5809,148.237415,24.60000038,87,2,1,84,0,"Posidonia australis",2,"Ecklonia radiata",1,0.0229885057471264,0.0114942528735632,0.96551724137931,0,0,1,0.0229885057471264,0.0114942528735632,1
"FI_76",-40.455786,148.1389,4.050000191,90,87,0,3,0,"Posidonia australis",86,"Zostera spp",1,0.966666666666667,0,0.0333333333333333,1,0,0,0.955555555555556,0.0111111111111111,1
"FI_78",-40.321511,148.445337,23.26000023,63,7,30,26,0,"Foliose",30,"Zostera spp",7,0.111111111111111,0.476190476190476,0.412698412698413,1,1,1,0.476190476190476,0.111111111111111,0
"FI_8",-40.474252,148.102946,14.56999969,70,69,1,0,0,"Zostera spp",69,"Brown",1,0.985714285714286,0.0142857142857143,0,1,0,0,0.985714285714286,0.0142857142857143,3
"FI_80",-40.318609,148.361039,3.609999895,60,23,6,31,0,"Zostera spp",13,"Amphibolis antarctica",10,0.383333333333333,0.1,0.516666666666667,1,1,1,0.216666666666667,0.166666666666667,3
"FI_83",-40.34193,148.035049,10.27000046,85,84,1,0,0,"Posidonia australis",84,"Red",1,0.988235294117647,0.0117647058823529,0,1,0,0,0.988235294117647,0.0117647058823529,1
"FI_84",-40.489563,148.297613,3.289999962,60,0,0,60,0,"",0,"",0,0,0,1,0,0,1,0,0,0
"FI_86",-40.270463,147.987544,16.39999962,88,47,30,1,10,"Posidonia australis",47,"Foliose",25,0.534090909090909,0.340909090909091,0.0113636363636364,1,1,0,0.534090909090909,0.284090909090909,1
"FI_87",-40.471679,148.089444,15.23999977,46,23,20,0,3,"Halophila spp",20,"Sargassum spp",11,0.5,0.434782608695652,0,1,1,0,0.434782608695652,0.239130434782609,0
"FI_88",-40.485076,148.02398,7.570000172,98,0,17,81,0,"Foliose",8,"Articulated Calcareous Red",7,0,0.173469387755102,0.826530612244898,0,1,1,0.0816326530612245,0.0714285714285714,0
"FI_89",-40.444823,148.461737,14.89999962,53,0,0,53,0,"",0,"",0,0,0,1,0,0,1,0,0,0
"FI_91",-40.525292,148.286623,13.27000046,66,0,0,66,0,"",0,"",0,0,0,1,0,0,1,0,0,0
"FI_92",-40.277931,148.447175,24.63999939,52,3,27,12,10,"Foliose",26,"Bryozoa / Cnidaria / Sponge Matrix",10,0.0576923076923077,0.519230769230769,0.230769230769231,1,1,1,0.5,0.192307692307692,0
"FI_93",-40.465713,148.245555,0,70,30,0,23,17,"Posidonia australis",30,"Tubes Pink Cluster",10,0.428571428571429,0,0.328571428571429,1,0,1,0.428571428571429,0.142857142857143,1
"FI_94",-40.546126,148.333167,29.94000053,54,0,3,0,51,"Bryozoa / Cnidaria / Sponge Matrix",26,"Coquina / shellhash",25,0,0.0555555555555556,0,0,1,0,0.481481481481481,0.462962962962963,0
"FI_95",-40.251776,148.27423,15.27000046,74,0,74,0,0,"Ecklonia radiata",69,"Foliose",3,0,1,0,0,1,0,0.932432432432432,0.0405405405405405,0
"FI_98",-40.474598,148.311166,8.479999542,70,13,0,57,0,"Posidonia australis",13,"",0,0.185714285714286,0,0.814285714285714,1,0,1,0.185714285714286,0,1
"FI_10",-40.380424,147.971749,19,92,0,89,2,1,"Red",72,"Sargassum spp",9,0,0.967391304347826,0.0217391304347826,0,1,0,0.782608695652174,0.0978260869565217,0
"FI_102",-40.13928709,147.9903015,4,25,25,0,0,0,"Amphibolis antarctica",25,"",0,1,0,0,1,0,0,1,0,2
"FI_103",-40.461243,148.048602,18,64,0,56,1,7,"Caulerpa flexilis",18,"Encrusting/Turfing Algal Matrix",16,0,0.875,0.015625,0,1,0,0.28125,0.25,0
"FI_108",-40.121406,147.848117,29,66,0,0,39,27,"Bryozoa / Cnidaria / Sponge Matrix",19,"Bryozoa Soft Beige Fluffy",4,0,0,0.590909090909091,0,0,1,0.287878787878788,0.0606060606060606,0
"FI_113",-40.383719,147.950147,22,93,6,67,19,1,"Red",51,"Foliose",8,0.0645161290322581,0.720430107526882,0.204301075268817,1,1,1,0.548387096774194,0.0860215053763441,0
"FI_114",-40.088612,147.809689,23,85,0,47,37,1,"Caulerpa spp",41,"Caulerpa cactoides",6,0,0.552941176470588,0.435294117647059,0,1,1,0.482352941176471,0.0705882352941176,0
"FI_117",-40.473101,147.999374,28,98,0,0,98,0,"",0,"",0,0,0,1,0,0,1,0,0,0
"FI_120",-40.365842,147.977456,16,97,0,97,0,0,"Brown",48,"Sargassum spp",30,0,1,0,0,1,0,0.494845360824742,0.309278350515464,0
"FI_121",-40.347966,147.900919,28,56,0,44,0,12,"Encrusting/Turfing Algal Matrix",13,"Foliose",13,0,0.785714285714286,0,0,1,0,0.232142857142857,0.232142857142857,0
"FI_123",-40.133398,147.930075,11,72,59,13,0,0,"Amphibolis antarctica",59,"Red",9,0.819444444444444,0.180555555555556,0,1,1,0,0.819444444444444,0.125,2
